"diagram_guid";"diagram_naam";"element_guid";"element_naam";"element_uml_type";"beleidsdomein_guid";"beleidsdomein_naam";"taakveld"
"EAID_00CCCF33_A542_47e6_AFA6_2F9F4E2670D8";"Detaillering adressen, gebouwen en terreinen op hoofdlijnen";"EAID_461EFCF0_E65E_4c7c_B44D_8F36C36FDCE4";"Verblijfsobject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_00CCCF33_A542_47e6_AFA6_2F9F4E2670D8";"Detaillering adressen, gebouwen en terreinen op hoofdlijnen";"EAID_11595AD8_CE67_40dd_BDA9_489DC7D244ED";"Pand";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_00CCCF33_A542_47e6_AFA6_2F9F4E2670D8";"Detaillering adressen, gebouwen en terreinen op hoofdlijnen";"EAID_86952BDA_ADF6_4ff0_B8C7_BA3AA889A40B";"Standplaats";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_00CCCF33_A542_47e6_AFA6_2F9F4E2670D8";"Detaillering adressen, gebouwen en terreinen op hoofdlijnen";"EAID_785E3B69_19DA_4952_84A8_592965B9229A";"Ligplaats";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_00CCCF33_A542_47e6_AFA6_2F9F4E2670D8";"Detaillering adressen, gebouwen en terreinen op hoofdlijnen";"EAID_8A04280B_E0B4_4e36_B448_C99750393D0D";"AdresseerbaarObject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_00CCCF33_A542_47e6_AFA6_2F9F4E2670D8";"Detaillering adressen, gebouwen en terreinen op hoofdlijnen";"EAID_120EA50B_B9A2_4869_A3BE_46931F631D33";"Wijk";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_00CCCF33_A542_47e6_AFA6_2F9F4E2670D8";"Detaillering adressen, gebouwen en terreinen op hoofdlijnen";"EAID_38649FF6_88C6_437d_AF8E_A9023D55E16C";"Buurt";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_00CCCF33_A542_47e6_AFA6_2F9F4E2670D8";"Detaillering adressen, gebouwen en terreinen op hoofdlijnen";"EAID_BFE30E32_8CB9_4272_A559_9FB3FD74DACC";"OpenbareRuimte";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_00CCCF33_A542_47e6_AFA6_2F9F4E2670D8";"Detaillering adressen, gebouwen en terreinen op hoofdlijnen";"EAID_EA6F820F_C458_4b24_8055_5C2CC76F5904";"Gemeente";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_00CCCF33_A542_47e6_AFA6_2F9F4E2670D8";"Detaillering adressen, gebouwen en terreinen op hoofdlijnen";"EAID_24BDA4BA_CFCC_4e3f_8305_671F4ED7C502";"Woonplaats";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_00CCCF33_A542_47e6_AFA6_2F9F4E2670D8";"Detaillering adressen, gebouwen en terreinen op hoofdlijnen";"EAID_32A22BC6_89EC_44af_8D7D_79B12311AE2D";"Nummeraanduiding";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_00CCCF33_A542_47e6_AFA6_2F9F4E2670D8";"Detaillering adressen, gebouwen en terreinen op hoofdlijnen";"EAID_B8F44180_1F2A_4bbc_8E17_6C472111A92B";"FunctioneelGebied";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_00CCCF33_A542_47e6_AFA6_2F9F4E2670D8";"Detaillering adressen, gebouwen en terreinen op hoofdlijnen";"EAID_CFA3D54E_C8E0_4559_9475_29D31AF2DECD";"OverigBenoemdTerrein";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_00CCCF33_A542_47e6_AFA6_2F9F4E2670D8";"Detaillering adressen, gebouwen en terreinen op hoofdlijnen";"EAID_7CDF37D9_26D7_46a5_9CF3_392601BDCECA";"OverigGebouwdObject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_00CCCF33_A542_47e6_AFA6_2F9F4E2670D8";"Detaillering adressen, gebouwen en terreinen op hoofdlijnen";"EAID_7B33EB93_BAD8_4b36_90A1_B3909415EDC3";"OverigeAdresseerbaarObjectAanduiding";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_2BA6CA76_17FC_4afc_82AD_9DF0DC891587";"Detaillering concreten en abstracte  Kadastrale Onroerende Zaken objecttypen";"EAID_869E0A04_A663_4839_970D_7FB82DF6C317";"Appartementsrecht";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_2BA6CA76_17FC_4afc_82AD_9DF0DC891587";"Detaillering concreten en abstracte  Kadastrale Onroerende Zaken objecttypen";"EAID_172AFD36_B400_4660_BFAC_4BBC1077D666";"KadastraalPerceel";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_2BA6CA76_17FC_4afc_82AD_9DF0DC891587";"Detaillering concreten en abstracte  Kadastrale Onroerende Zaken objecttypen";"EAID_9775E778_DBF8_4122_94CE_551466B62F46";"KadastraleOnroerendeZaak";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_EB4053EE_18A5_4578_8973_7FD5967CDFC8";"Detaillering subjecten met attributen";"EAID_461EFCF0_E65E_4c7c_B44D_8F36C36FDCE4";"Verblijfsobject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_EB4053EE_18A5_4578_8973_7FD5967CDFC8";"Detaillering subjecten met attributen";"EAID_86952BDA_ADF6_4ff0_B8C7_BA3AA889A40B";"Standplaats";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_EB4053EE_18A5_4578_8973_7FD5967CDFC8";"Detaillering subjecten met attributen";"EAID_785E3B69_19DA_4952_84A8_592965B9229A";"Ligplaats";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_EB4053EE_18A5_4578_8973_7FD5967CDFC8";"Detaillering subjecten met attributen";"EAID_8A04280B_E0B4_4e36_B448_C99750393D0D";"AdresseerbaarObject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_EB4053EE_18A5_4578_8973_7FD5967CDFC8";"Detaillering subjecten met attributen";"EAID_32A22BC6_89EC_44af_8D7D_79B12311AE2D";"Nummeraanduiding";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_EB4053EE_18A5_4578_8973_7FD5967CDFC8";"Detaillering subjecten met attributen";"EAID_24BDA4BA_CFCC_4e3f_8305_671F4ED7C502";"Woonplaats";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_EB4053EE_18A5_4578_8973_7FD5967CDFC8";"Detaillering subjecten met attributen";"EAID_5E685C97_7E21_492d_BAA7_AC7F5AE05A6D";"ProxyConnector";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_EB4053EE_18A5_4578_8973_7FD5967CDFC8";"Detaillering subjecten met attributen";"EAID_EAE2ABE3_531A_416e_A614_AD288E635512";"ProxyConnector";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_EB4053EE_18A5_4578_8973_7FD5967CDFC8";"Detaillering subjecten met attributen";"EAID_CA9BC1BB_D572_4e47_BECF_17CFD379BD6A";"Reisdocument";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_EB4053EE_18A5_4578_8973_7FD5967CDFC8";"Detaillering subjecten met attributen";"EAID_3DC85114_5C3F_4930_B98B_6EB6ED71FC2E";"MaatschappelijkeActiviteit";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_EB4053EE_18A5_4578_8973_7FD5967CDFC8";"Detaillering subjecten met attributen";"EAID_7CDF37D9_26D7_46a5_9CF3_392601BDCECA";"OverigGebouwdObject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_EB4053EE_18A5_4578_8973_7FD5967CDFC8";"Detaillering subjecten met attributen";"EAID_AF9534B0_7CBD_4061_9276_A7B6698B383A";"IngeschrevenPersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_EB4053EE_18A5_4578_8973_7FD5967CDFC8";"Detaillering subjecten met attributen";"EAID_3D5CCB29_91E4_458e_8BCD_6741198E45B8";"NietNatuurlijkPersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_EB4053EE_18A5_4578_8973_7FD5967CDFC8";"Detaillering subjecten met attributen";"EAID_9F4E12E4_B228_4931_AC83_1B1F60958A89";"NatuurlijkPersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_EB4053EE_18A5_4578_8973_7FD5967CDFC8";"Detaillering subjecten met attributen";"EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835";"Rechtspersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_EB4053EE_18A5_4578_8973_7FD5967CDFC8";"Detaillering subjecten met attributen";"EAID_B60B8EF9_D1C0_4e36_BF9B_1C16F92518DD";"Vestiging";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_BE50EA2F_917E_434f_91ED_0EB06CCBEFB6";"Detaillering subjecten op hoofdlijnen";"EAID_461EFCF0_E65E_4c7c_B44D_8F36C36FDCE4";"Verblijfsobject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_BE50EA2F_917E_434f_91ED_0EB06CCBEFB6";"Detaillering subjecten op hoofdlijnen";"EAID_785E3B69_19DA_4952_84A8_592965B9229A";"Ligplaats";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_BE50EA2F_917E_434f_91ED_0EB06CCBEFB6";"Detaillering subjecten op hoofdlijnen";"EAID_86952BDA_ADF6_4ff0_B8C7_BA3AA889A40B";"Standplaats";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_BE50EA2F_917E_434f_91ED_0EB06CCBEFB6";"Detaillering subjecten op hoofdlijnen";"EAID_8A04280B_E0B4_4e36_B448_C99750393D0D";"AdresseerbaarObject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_BE50EA2F_917E_434f_91ED_0EB06CCBEFB6";"Detaillering subjecten op hoofdlijnen";"EAID_32A22BC6_89EC_44af_8D7D_79B12311AE2D";"Nummeraanduiding";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_BE50EA2F_917E_434f_91ED_0EB06CCBEFB6";"Detaillering subjecten op hoofdlijnen";"EAID_24BDA4BA_CFCC_4e3f_8305_671F4ED7C502";"Woonplaats";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_BE50EA2F_917E_434f_91ED_0EB06CCBEFB6";"Detaillering subjecten op hoofdlijnen";"EAID_5E685C97_7E21_492d_BAA7_AC7F5AE05A6D";"ProxyConnector";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_BE50EA2F_917E_434f_91ED_0EB06CCBEFB6";"Detaillering subjecten op hoofdlijnen";"EAID_EAE2ABE3_531A_416e_A614_AD288E635512";"ProxyConnector";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_BE50EA2F_917E_434f_91ED_0EB06CCBEFB6";"Detaillering subjecten op hoofdlijnen";"EAID_7CDF37D9_26D7_46a5_9CF3_392601BDCECA";"OverigGebouwdObject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_BE50EA2F_917E_434f_91ED_0EB06CCBEFB6";"Detaillering subjecten op hoofdlijnen";"EAID_7B33EB93_BAD8_4b36_90A1_B3909415EDC3";"OverigeAdresseerbaarObjectAanduiding";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_BE50EA2F_917E_434f_91ED_0EB06CCBEFB6";"Detaillering subjecten op hoofdlijnen";"EAID_3DC85114_5C3F_4930_B98B_6EB6ED71FC2E";"MaatschappelijkeActiviteit";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_BE50EA2F_917E_434f_91ED_0EB06CCBEFB6";"Detaillering subjecten op hoofdlijnen";"EAID_B60B8EF9_D1C0_4e36_BF9B_1C16F92518DD";"Vestiging";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_BE50EA2F_917E_434f_91ED_0EB06CCBEFB6";"Detaillering subjecten op hoofdlijnen";"EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835";"Rechtspersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_BE50EA2F_917E_434f_91ED_0EB06CCBEFB6";"Detaillering subjecten op hoofdlijnen";"EAID_3D5CCB29_91E4_458e_8BCD_6741198E45B8";"NietNatuurlijkPersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_BE50EA2F_917E_434f_91ED_0EB06CCBEFB6";"Detaillering subjecten op hoofdlijnen";"EAID_CA9BC1BB_D572_4e47_BECF_17CFD379BD6A";"Reisdocument";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_BE50EA2F_917E_434f_91ED_0EB06CCBEFB6";"Detaillering subjecten op hoofdlijnen";"EAID_9F4E12E4_B228_4931_AC83_1B1F60958A89";"NatuurlijkPersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_BE50EA2F_917E_434f_91ED_0EB06CCBEFB6";"Detaillering subjecten op hoofdlijnen";"EAID_AF9534B0_7CBD_4061_9276_A7B6698B383A";"IngeschrevenPersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_A2BA1F0D_8428_42fc_80D6_7184F243D268";"Diagram Aanvragen, Zaken en Besluiten";"EAID_8E6BAEF8_1878_400f_9244_23575BD41EAB";"AanvraagOfMelding";"Class";"EAPK_0A4C6DE8_608E_4626_A40E_0C432A5B0F9C";"1 Veiligheid en Vergunningen";"1 Veiligheid en Vergunningen"
"EAID_A2BA1F0D_8428_42fc_80D6_7184F243D268";"Diagram Aanvragen, Zaken en Besluiten";"EAID_91F9D39E_0322_42c6_AE7F_5027B36F3EC3";"Object";"Class";"EAPK_0A4C6DE8_608E_4626_A40E_0C432A5B0F9C";"1 Veiligheid en Vergunningen";"1 Veiligheid en Vergunningen"
"EAID_A2BA1F0D_8428_42fc_80D6_7184F243D268";"Diagram Aanvragen, Zaken en Besluiten";"EAID_649EFD86_ED52_4293_8577_DBE5445845BF";"Zaak";"Class";"EAPK_0A4C6DE8_608E_4626_A40E_0C432A5B0F9C";"1 Veiligheid en Vergunningen";"1 Veiligheid en Vergunningen"
"EAID_A2BA1F0D_8428_42fc_80D6_7184F243D268";"Diagram Aanvragen, Zaken en Besluiten";"EAID_AFB100D2_8C68_4488_8949_13E945D15920";"Besluit";"Class";"EAPK_0A4C6DE8_608E_4626_A40E_0C432A5B0F9C";"1 Veiligheid en Vergunningen";"1 Veiligheid en Vergunningen"
"EAID_A2BA1F0D_8428_42fc_80D6_7184F243D268";"Diagram Aanvragen, Zaken en Besluiten";"EAID_44B26957_BAA4_41c2_ABBF_CC1AC91D30D6";"VOMAanvraagOfMelding";"Class";"EAPK_0A4C6DE8_608E_4626_A40E_0C432A5B0F9C";"1 Veiligheid en Vergunningen";"1 Veiligheid en Vergunningen"
"EAID_92909E43_46E7_43d1_B7B5_296AFC35D178";"Diagram Adresaanduiding en BAG";"EAID_32A22BC6_89EC_44af_8D7D_79B12311AE2D";"Nummeraanduiding";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_92909E43_46E7_43d1_B7B5_296AFC35D178";"Diagram Adresaanduiding en BAG";"EAID_C14C1D0E_2EE3_4d79_B7AB_BC0B7686FEF4";"Adresaanduiding";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_157F610A_619E_4d1a_BB45_5C1F55178944";"Diagram Afval Meldingen";"EAID_8E6BAEF8_1878_400f_9244_23575BD41EAB";"AanvraagOfMelding";"Class";"EAPK_639DFBCF_D24B_4b32_A2A4_D6386E0EF744";"Afval";"7 Volksgezondheid en Milieu"
"EAID_157F610A_619E_4d1a_BB45_5C1F55178944";"Diagram Afval Meldingen";"EAID_80A7D18F_7C7E_4ee6_9F07_055559BCEF9F";"Fractie";"Class";"EAPK_639DFBCF_D24B_4b32_A2A4_D6386E0EF744";"Afval";"7 Volksgezondheid en Milieu"
"EAID_157F610A_619E_4d1a_BB45_5C1F55178944";"Diagram Afval Meldingen";"EAID_0A7769C7_FE3E_45eb_A644_22E5CB207B42";"Containertype";"Class";"EAPK_639DFBCF_D24B_4b32_A2A4_D6386E0EF744";"Afval";"7 Volksgezondheid en Milieu"
"EAID_157F610A_619E_4d1a_BB45_5C1F55178944";"Diagram Afval Meldingen";"EAID_7F4E17A3_0EC2_4bee_B4E0_BFA26D653EB9";"Locatie";"Class";"EAPK_639DFBCF_D24B_4b32_A2A4_D6386E0EF744";"Afval";"7 Volksgezondheid en Milieu"
"EAID_157F610A_619E_4d1a_BB45_5C1F55178944";"Diagram Afval Meldingen";"EAID_9EC6B40B_0C87_4453_B567_E0D3572F86AF";"Categorie";"Class";"EAPK_639DFBCF_D24B_4b32_A2A4_D6386E0EF744";"Afval";"7 Volksgezondheid en Milieu"
"EAID_157F610A_619E_4d1a_BB45_5C1F55178944";"Diagram Afval Meldingen";"EAID_8A02DCF5_E568_4d45_96A2_FD4FB53F414C";"Melding";"Class";"EAPK_639DFBCF_D24B_4b32_A2A4_D6386E0EF744";"Afval";"7 Volksgezondheid en Milieu"
"EAID_A00B8121_71AC_466f_B391_E16881240477";"Diagram Afval Milieustraat";"EAID_E79C6C20_3D05_49fb_96ED_105B5CD0ABA5";"Prijsregel";"Class";"EAPK_639DFBCF_D24B_4b32_A2A4_D6386E0EF744";"Afval";"7 Volksgezondheid en Milieu"
"EAID_A00B8121_71AC_466f_B391_E16881240477";"Diagram Afval Milieustraat";"EAID_F6D7A83B_30BC_44f4_91E2_74C04DCE87AE";"Pas";"Class";"EAPK_639DFBCF_D24B_4b32_A2A4_D6386E0EF744";"Afval";"7 Volksgezondheid en Milieu"
"EAID_A00B8121_71AC_466f_B391_E16881240477";"Diagram Afval Milieustraat";"EAID_15910FE7_D323_45ff_AA7F_CE3C636CE953";"Storting";"Class";"EAPK_639DFBCF_D24B_4b32_A2A4_D6386E0EF744";"Afval";"7 Volksgezondheid en Milieu"
"EAID_A00B8121_71AC_466f_B391_E16881240477";"Diagram Afval Milieustraat";"EAID_80A7D18F_7C7E_4ee6_9F07_055559BCEF9F";"Fractie";"Class";"EAPK_639DFBCF_D24B_4b32_A2A4_D6386E0EF744";"Afval";"7 Volksgezondheid en Milieu"
"EAID_A00B8121_71AC_466f_B391_E16881240477";"Diagram Afval Milieustraat";"EAID_1638F2AF_F1E8_4360_BA47_D975F2135168";"Milieustraat";"Class";"EAPK_639DFBCF_D24B_4b32_A2A4_D6386E0EF744";"Afval";"7 Volksgezondheid en Milieu"
"EAID_D98AA96C_2EB0_4b46_9E9C_09D55E02FE38";"Diagram Afval Ophalen";"EAID_3650DB98_AC7B_46c0_A607_C54D69E38E42";"Vulgraadmeting";"Class";"EAPK_639DFBCF_D24B_4b32_A2A4_D6386E0EF744";"Afval";"7 Volksgezondheid en Milieu"
"EAID_D98AA96C_2EB0_4b46_9E9C_09D55E02FE38";"Diagram Afval Ophalen";"EAID_7F4E17A3_0EC2_4bee_B4E0_BFA26D653EB9";"Locatie";"Class";"EAPK_639DFBCF_D24B_4b32_A2A4_D6386E0EF744";"Afval";"7 Volksgezondheid en Milieu"
"EAID_D98AA96C_2EB0_4b46_9E9C_09D55E02FE38";"Diagram Afval Ophalen";"EAID_0121B2BE_F262_4433_8AA5_49FC7866EF68";"Routesoort";"Enumeration";"EAPK_639DFBCF_D24B_4b32_A2A4_D6386E0EF744";"Afval";"7 Volksgezondheid en Milieu"
"EAID_D98AA96C_2EB0_4b46_9E9C_09D55E02FE38";"Diagram Afval Ophalen";"EAID_9079F098_1084_4484_ACCC_6C6C07043193";"Ophaalmoment";"Class";"EAPK_639DFBCF_D24B_4b32_A2A4_D6386E0EF744";"Afval";"7 Volksgezondheid en Milieu"
"EAID_D98AA96C_2EB0_4b46_9E9C_09D55E02FE38";"Diagram Afval Ophalen";"EAID_832DA9A0_0E64_4d41_8266_38418B095919";"Rit";"Class";"EAPK_639DFBCF_D24B_4b32_A2A4_D6386E0EF744";"Afval";"7 Volksgezondheid en Milieu"
"EAID_D98AA96C_2EB0_4b46_9E9C_09D55E02FE38";"Diagram Afval Ophalen";"EAID_0A7769C7_FE3E_45eb_A644_22E5CB207B42";"Containertype";"Class";"EAPK_639DFBCF_D24B_4b32_A2A4_D6386E0EF744";"Afval";"7 Volksgezondheid en Milieu"
"EAID_D98AA96C_2EB0_4b46_9E9C_09D55E02FE38";"Diagram Afval Ophalen";"EAID_E79C6C20_3D05_49fb_96ED_105B5CD0ABA5";"Prijsregel";"Class";"EAPK_639DFBCF_D24B_4b32_A2A4_D6386E0EF744";"Afval";"7 Volksgezondheid en Milieu"
"EAID_D98AA96C_2EB0_4b46_9E9C_09D55E02FE38";"Diagram Afval Ophalen";"EAID_21BBA828_AAE0_4785_9E44_45C1B866C882";"Prijsafspraak";"Class";"EAPK_639DFBCF_D24B_4b32_A2A4_D6386E0EF744";"Afval";"7 Volksgezondheid en Milieu"
"EAID_D98AA96C_2EB0_4b46_9E9C_09D55E02FE38";"Diagram Afval Ophalen";"EAID_9A422266_783E_4f48_9B12_F442C1B22A45";"Vuilniswagen";"Class";"EAPK_639DFBCF_D24B_4b32_A2A4_D6386E0EF744";"Afval";"7 Volksgezondheid en Milieu"
"EAID_D98AA96C_2EB0_4b46_9E9C_09D55E02FE38";"Diagram Afval Ophalen";"EAID_7D3D98F0_664C_4605_9D95_F68C88ECBA9A";"Container";"Class";"EAPK_639DFBCF_D24B_4b32_A2A4_D6386E0EF744";"Afval";"7 Volksgezondheid en Milieu"
"EAID_D98AA96C_2EB0_4b46_9E9C_09D55E02FE38";"Diagram Afval Ophalen";"EAID_55A58838_3877_4e76_B5BF_26C68FAD463D";"Route";"Class";"EAPK_639DFBCF_D24B_4b32_A2A4_D6386E0EF744";"Afval";"7 Volksgezondheid en Milieu"
"EAID_D98AA96C_2EB0_4b46_9E9C_09D55E02FE38";"Diagram Afval Ophalen";"EAID_80A7D18F_7C7E_4ee6_9F07_055559BCEF9F";"Fractie";"Class";"EAPK_639DFBCF_D24B_4b32_A2A4_D6386E0EF744";"Afval";"7 Volksgezondheid en Milieu"
"EAID_9CEE3C86_9B9F_472f_A104_61FFC01DAC5A";"Diagram Basismodel Inkomen";"EAID_DAF09055_A5A6_4ff4_A158_21B20567B296";"Client";"Class";"EAPK_7A13550B_AC75_4783_BD16_A9ED6E86172A";"Model Inkomen";"6 Sociaal Domein"
"EAID_9CEE3C86_9B9F_472f_A104_61FFC01DAC5A";"Diagram Basismodel Inkomen";"EAID_14D3C960_5EF2_433c_8E1C_B493974280E2";"Regelingsoort";"Class";"EAPK_7A13550B_AC75_4783_BD16_A9ED6E86172A";"Model Inkomen";"6 Sociaal Domein"
"EAID_9CEE3C86_9B9F_472f_A104_61FFC01DAC5A";"Diagram Basismodel Inkomen";"EAID_C25455F3_FEB0_4c6d_9AA4_3B027718BEE3";"Regeling";"Class";"EAPK_7A13550B_AC75_4783_BD16_A9ED6E86172A";"Model Inkomen";"6 Sociaal Domein"
"EAID_9CEE3C86_9B9F_472f_A104_61FFC01DAC5A";"Diagram Basismodel Inkomen";"EAID_AF18E7D3_279D_4323_B785_6C75B4701430";"Inkomensvoorzieningsoort";"Class";"EAPK_7A13550B_AC75_4783_BD16_A9ED6E86172A";"Model Inkomen";"6 Sociaal Domein"
"EAID_9CEE3C86_9B9F_472f_A104_61FFC01DAC5A";"Diagram Basismodel Inkomen";"EAID_07784236_3AA6_45e5_8253_7D088C4020B0";"Inkomensvoorziening";"Class";"EAPK_7A13550B_AC75_4783_BD16_A9ED6E86172A";"Model Inkomen";"6 Sociaal Domein"
"EAID_9CEE3C86_9B9F_472f_A104_61FFC01DAC5A";"Diagram Basismodel Inkomen";"EAID_3372192D_4773_46b2_BDA5_C98B220F8954";"ComponentSoort";"Class";"EAPK_7A13550B_AC75_4783_BD16_A9ED6E86172A";"Model Inkomen";"6 Sociaal Domein"
"EAID_9CEE3C86_9B9F_472f_A104_61FFC01DAC5A";"Diagram Basismodel Inkomen";"EAID_F787184D_3AA8_4132_96C4_23A363C3C1B7";"UitkeringsRun";"Class";"EAPK_7A13550B_AC75_4783_BD16_A9ED6E86172A";"Model Inkomen";"6 Sociaal Domein"
"EAID_9CEE3C86_9B9F_472f_A104_61FFC01DAC5A";"Diagram Basismodel Inkomen";"EAID_F4FD02F2_9FFA_4a35_BA32_B4CDE4002E7A";"Component";"Class";"EAPK_7A13550B_AC75_4783_BD16_A9ED6E86172A";"Model Inkomen";"6 Sociaal Domein"
"EAID_26A453D9_47AF_487e_854B_3B4BC6D6A308";"Diagram Beslissingen Leerplicht";"EAID_9BD0FBCB_1A9E_4cab_9280_0EBC428E38F7";"Boolean";"Enumeration";"EAPK_F717C1C4_7FF4_4024_BDFE_7F424C8EC0E9";"Leerplicht en Leerlingenvervoer";"4 Onderwijs"
