"nr";"GEMMA-naam";"GGM-naam";"GEMMA-guid";"GGM-guid";"GEMMA-type";"GGM-uml-type";"GEMMA-definitie";"GGM-definitie";"GEMMA-toelichting";"GGM-toelichting";"GEMMA-source-guid";"GGM-source-guid";"GEMMA-target-guid";"GGM-target-guid";"Datum-tijd-export"
"1159";"levert voorziening";"levert voorziening";"";"EAID_65B6883C_78DF_48b7_BC4E_C6FDCC1B9E2A";"association-relationship";"association";"";"";"";"";"53cc8281-81c1-40c8-901d-2751e34ea367";"EAID_01ECE551_A7B0_4b99_B6E7_F654D6AC15D5";"";"EAID_51A266C7_3BDA_457c_9A32_CD1B166CA5BF";"09072026-00:43:48"
"1160";"ligt aan";"ligt aan";"59c31a85-128f-4b37-8467-b67c9775fc61";"EAID_0A2FDD46_9A5F_44dc_9399_32C1F10D382D";"association-relationship";"association";"De unieke aanduiding van de OPENBARE RUIMTE waarvan de aanduiding van het WOZ-object wordt afgeleid met behulp van de locatieomschrijving.";"De unieke aanduiding van de OPENBARE RUIMTE waarvan de aanduiding van het WOZ-object wordt afgeleid met behulp van de locatieomschrijving.";"<memo>";"";"3f1aeea3-a5a8-4df6-af1e-51d5ef4ad32f";"EAID_CB7BA76D_0793_4d5a_9596_533C5BC56BBF";"bb6b6dd2-7b6a-4146-afc0-c5647256ef11";"EAID_BFE30E32_8CB9_4272_A559_9FB3FD74DACC";"09072026-00:43:48"
"1161";"ligt aan";"ligt aan";"f1251a6f-301c-4fff-8d00-2be4c35fdb0d";"EAID_85187FF7_4357_4128_8E54_8EE077AD6C43";"association-relationship";"association";"De unieke aanduiding van een OPENBARE RUIMTE waaraan het object, waaraan de ADRESSEERBAAR OBJECT AANDUIDING is toegekend, is gelegen.";"De unieke aanduiding van een OPENBARE RUIMTE waaraan het object, waaraan de ADRESSEERBAAR OBJECT AANDUIDING is toegekend, is gelegen.";"<memo>";"";"403c547f-8d7e-4235-99d9-d155063c6085";"EAID_31A87864_6CE0_4e93_A493_ECD0FBDD4461";"bb6b6dd2-7b6a-4146-afc0-c5647256ef11";"EAID_FB13857C_C695_4b53_8060_BACFA0E16950";"09072026-00:43:48"
"1162";"ligt in";"ligt in";"";"EAID_41C3ACE4_1E32_460f_9514_1111FDA0591F";"association-relationship";"association";"";"";"";"";"1dc502a7-f60b-4950-92b1-9a7f8cdc471f";"EAID_9507EE24_6397_4a9c_B478_8C2899EC0BFB";"55246c30-a3e2-400f-89c4-c5b01f7f7da8";"EAID_38649FF6_88C6_437d_AF8E_A9023D55E16C";"09072026-00:43:48"
"1163";"ligt in";"ligt in";"45103237-f73a-432d-b3b7-09e34313fad2";"EAID_8E0F4A33_65E9_4970_80DF_67A24D781DAE";"association-relationship";"association";"";"";"";"";"1dc502a7-f60b-4950-92b1-9a7f8cdc471f";"EAID_9507EE24_6397_4a9c_B478_8C2899EC0BFB";"8772e7a6-24c8-454f-ab54-7d12c1849e97";"EAID_67CC2144_6B88_433c_853D_07379C66D6CF";"09072026-00:43:48"
"1164";"ligt in";"ligt in";"";"EAID_81BDFD99_069C_4922_BE85_483C4B9F23FA";"association-relationship";"association";"";"";"";"";"f152bdf8-bd60-4c88-b739-e3091afdbf7a";"EAID_32A22BC6_89EC_44af_8D7D_79B12311AE2D";"";"EAID_5835F691_4452_44de_A1E9_07088AC16D69";"09072026-00:43:48"
"1165";"ligt in";"ligt in";"20037e63-09d2-47bc-928c-546b7b928dcd";"EAID_2D684491_7079_4805_AC0F_906DCD61D5E8";"association-relationship";"association";"De wijk waarin de buurt is gelegen.";"De wijk waarin de buurt is gelegen.";"<memo>";"";"55246c30-a3e2-400f-89c4-c5b01f7f7da8";"EAID_38649FF6_88C6_437d_AF8E_A9023D55E16C";"938a3b10-79fd-4571-aaed-cb7069369465";"EAID_120EA50B_B9A2_4869_A3BE_46931F631D33";"09072026-00:43:48"
"1166";"ligt in";"ligt in";"";"EAID_B29149D6_F8A3_4e94_8A7E_4A63AE9530B4";"association-relationship";"association";"";"";"";"";"d2f8867b-fce6-4932-8b1a-ec8b9392f0d5";"EAID_BFE30E32_8CB9_4272_A559_9FB3FD74DACC";"8772e7a6-24c8-454f-ab54-7d12c1849e97";"EAID_67CC2144_6B88_433c_853D_07379C66D6CF";"09072026-00:43:48"
"1167";"ligt in";"ligt in";"";"EAID_CC829D43_4015_4659_A5E0_EE20F563EE88";"association-relationship";"association";"";"";"";"";"fd33a9fa-9c73-43a1-8e22-8cff15dc84d9";"EAID_2F759BC4_7E3C_4ce9_94FF_33A4106A6E5A";"bedf86fb-8710-49fc-addb-e48a11b551ed";"EAID_24BDA4BA_CFCC_4e3f_8305_671F4ED7C502";"09072026-00:43:48"
"1168";"ligt in";"ligt in";"b7cb97ea-7328-4830-88fb-e038439544b9";"EAID_08EA443E_3F28_4a10_B0DB_D9BBB6B1B38C";"association-relationship";"association";"De unieke aanduiding van de WOONPLAATS waarbinnen het object, waaraan de ADRESSEERBAAR OBJECT AANDUIDING is toegekend, is gelegen.";"De unieke aanduiding van de WOONPLAATS waarbinnen het object, waaraan de ADRESSEERBAAR OBJECT AANDUIDING is toegekend, is gelegen.";"<memo>";"";"403c547f-8d7e-4235-99d9-d155063c6085";"EAID_31A87864_6CE0_4e93_A493_ECD0FBDD4461";"c063970e-27f6-45a2-88e8-0105dbbce716";"EAID_039AFF88_F5F7_4c1a_B7E4_1BDFC495F67A";"09072026-00:43:48"
"1169";"ligt in";"ligt in";"";"EAID_836B94B7_21EE_41de_8B9D_6A7D1B943044";"association-relationship";"association";"";"";"";"";"403c547f-8d7e-4235-99d9-d155063c6085";"EAID_31A87864_6CE0_4e93_A493_ECD0FBDD4461";"";"EAID_5835F691_4452_44de_A1E9_07088AC16D69";"09072026-00:43:48"
"1170";"ligt in";"ligt in";"191a7e66-3954-4f61-bd58-7a78066a075f";"EAID_FE5BF648_C231_4744_ADA9_63521891E583";"association-relationship";"association";"De BUURT waarin een BENOEMD OBJECT is gelegen.";"De BUURT waarin een BENOEMD OBJECT is gelegen.";"<memo>";"";"403c547f-8d7e-4235-99d9-d155063c6085";"EAID_31A87864_6CE0_4e93_A493_ECD0FBDD4461";"8772e7a6-24c8-454f-ab54-7d12c1849e97";"EAID_67CC2144_6B88_433c_853D_07379C66D6CF";"09072026-00:43:48"
"1171";"ligt in";"ligt in";"46a99c09-f596-4d6b-a69c-7a8c56419691";"EAID_382B5B2D_C729_4156_B828_8DF93BB553AE";"association-relationship";"association";"De wijk waarin de buurt is gelegen.";"De wijk waarin de buurt is gelegen.";"<memo>";"";"8772e7a6-24c8-454f-ab54-7d12c1849e97";"EAID_67CC2144_6B88_433c_853D_07379C66D6CF";"fd33a9fa-9c73-43a1-8e22-8cff15dc84d9";"EAID_2F759BC4_7E3C_4ce9_94FF_33A4106A6E5A";"09072026-00:43:48"
"1172";"ligt in";"ligt in";"4e6c53ae-9899-4dda-bfd4-bc87fcb57799";"EAID_A6CB5E7A_4B48_4eeb_8462_F517C276BA67";"association-relationship";"association";"De GEMEENTE waarin de WOONPLAATS is gelegen.";"De GEMEENTE waarin de WOONPLAATS is gelegen.";"<memo>";"";"c063970e-27f6-45a2-88e8-0105dbbce716";"EAID_039AFF88_F5F7_4c1a_B7E4_1BDFC495F67A";"9f1ea854-eb45-47a0-98f4-4043b4a69be0";"EAID_B0D9792B_46E7_4b88_B267_C72691616733";"09072026-00:43:48"
"1173";"ligt in";"ligt in";"4fd14514-5c0d-4a89-86ac-562133492dfd";"EAID_D617F437_70A0_4c93_B04F_628EE7EDDB2D";"association-relationship";"association";"De gemeente waarin de wijk is gelegen.";"De gemeente waarin de wijk is gelegen.";"<memo>";"";"fd33a9fa-9c73-43a1-8e22-8cff15dc84d9";"EAID_2F759BC4_7E3C_4ce9_94FF_33A4106A6E5A";"9f1ea854-eb45-47a0-98f4-4043b4a69be0";"EAID_B0D9792B_46E7_4b88_B267_C72691616733";"09072026-00:43:48"
"1174";"ligt in";"ligt in";"bd0e4cd8-5461-4e85-9cbb-f41a13334de2";"EAID_A74A6822_8290_4666_B395_5571E73EF773";"association-relationship";"association";"Unieke aanduiding van de woonplaats waarbinnen een OPENBARE RUIMTE is gelegen.";"Unieke aanduiding van de woonplaats waarbinnen een OPENBARE RUIMTE is gelegen.";"<memo>";"";"bb6b6dd2-7b6a-4146-afc0-c5647256ef11";"EAID_FB13857C_C695_4b53_8060_BACFA0E16950";"c063970e-27f6-45a2-88e8-0105dbbce716";"EAID_039AFF88_F5F7_4c1a_B7E4_1BDFC495F67A";"09072026-00:43:48"
"1175";"ligt op";"ligt op";"";"EAID_C32A50B9_89E5_48b5_93DD_DD21E01E2E4C";"association-relationship";"association";"";"";"";"";"ca9df4ee-92e1-4c24-ace3-467d146a320e";"EAID_FE1A2EF2_44FA_46fa_A583_7BAB858E17FD";"";"EAID_CFA3D54E_C8E0_4559_9475_29D31AF2DECD";"09072026-00:43:48"
"1176";"ligt op";"ligt op";"";"EAID_E803AA60_7038_4d6e_B5BA_2741116E7008";"association-relationship";"association";"";"";"";"";"0f53081c-01f9-4c0a-b049-77d310a0ea33";"EAID_D1889096_CC76_48a8_A9DF_8151FFF1E0AC";"";"EAID_CFA3D54E_C8E0_4559_9475_29D31AF2DECD";"09072026-00:43:48"
"1177";"link naar";"link naar";"";"EAID_6CA6F084_4DE0_4c35_AC1E_1E2F6FC54177";"association-relationship";"association";"";"";"";"";"";"EAID_AB7CF266_388F_413a_92D0_B2FA67C75633";"5003634c-22b1-4f9a-bf73-8cdb4c42a8b4";"EAID_C0F1A08E_C6CD_4524_A2E0_0E5CA483DCFD";"09072026-00:43:48"
"1178";"link van";"link van";"";"EAID_24F1516A_B3A7_4fb0_8FBA_5258470B7301";"association-relationship";"association";"";"";"";"";"5003634c-22b1-4f9a-bf73-8cdb4c42a8b4";"EAID_C0F1A08E_C6CD_4524_A2E0_0E5CA483DCFD";"";"EAID_AB7CF266_388F_413a_92D0_B2FA67C75633";"09072026-00:43:48"
"1179";"locatie";"locatie";"4576bfea-bc77-4944-9b3b-e4431f709bbc";"EAID_EB9B83F5_23DD_4cc8_B65A_EED41272722B";"association-relationship";"association";"";"";"";"";"8fd2ff34-a208-4924-bec3-b5ee7e5e7a18";"EAID_631FEEF1_88D3_4d18_ADB2_BF999068493E";"bb257165-3229-4e5f-a24c-524966c748f5";"EAID_D8142B98_64CB_408e_9941_92423543F08A";"09072026-00:43:48"
"1180";"locatie";"locatie";"baf6ae17-fc07-4f08-bca0-423b62073085";"EAID_EA77B4A5_CA76_44c6_9EC8_F01ABEEF768B";"association-relationship";"association";"";"";"";"";"a9cb919f-a224-4ab5-9825-40d54104f90d";"EAID_A3DAD553_0E55_4256_824B_CDB5E12CB545";"bb257165-3229-4e5f-a24c-524966c748f5";"EAID_D8142B98_64CB_408e_9941_92423543F08A";"09072026-00:43:48"
"1181";"locatie";"locatie";"1a957821-6423-4a59-b93c-988475bf2c71";"EAID_F9228738_BF54_4296_BB71_7C509671C3D4";"association-relationship";"association";"";"";"";"";"e963434a-50be-4619-b041-58689adc00de";"EAID_BBCF9DBE_70AD_431c_B698_7F0D69D07050";"c9503a2a-eb9b-450f-954d-e374ac65198e";"EAID_98F3132E_F97A_4f49_B4F5_28618BB693F8";"09072026-00:43:48"
"1182";"maakt";"maakt";"6805b9ef-0803-48c9-a09e-a9fd02af0b07";"EAID_6517383A_6627_4b06_A95A_D0F49D18B238";"association-relationship";"association";"";"";"";"";"6f57464b-d011-4a75-afe8-a69b543c042b";"EAID_BBE1DC54_1482_4650_BB7F_930DDB823E09";"5b02590d-3c1e-416c-ad2b-9edbef005ba5";"EAID_1EBA6DEB_268D_4339_86C9_7C1BA218A7A0";"09072026-00:43:48"
"1183";"maakt deel uit van";"maakt deel uit van";"";"EAID_8C320C9C_D0D6_43d7_BC97_0197B4393ECC";"association-relationship";"association";"";"";"";"";"cd27cd50-1721-4870-a292-ea0f24d1ada4";"EAID_9F4E12E4_B228_4931_AC83_1B1F60958A89";"";"EAID_A0D437D2_BE13_45a2_8C8D_1AE953B9404C";"09072026-00:43:48"
"1184";"maakt deel uit van";"maakt deel uit van";"974bbfdb-1c9b-4aa9-add5-55e12b4cfc7f";"EAID_3644F34A_DFBA_455b_8EB9_E35A0FF1CD92";"association-relationship";"association";"De unieke aanduidingen van de PANDEN waarvan het VERBLIJFSOBJECT onderdeel uitmaakt.";"De unieke aanduidingen van de PANDEN waarvan het VERBLIJFSOBJECT onderdeel uitmaakt.";"<memo>";"";"67a1d348-4663-4a34-8b6a-06b3ea888a9d";"EAID_A33151CE_37B2_4026_B0AF_B541687B5B7C";"1affb298-091d-452a-83bd-29638650afb5";"EAID_26D1113F_F7B3_4bdd_9AAE_EA14CC9F3C3F";"09072026-00:43:48"
"1185";"maakt onderdeel uit van";"maakt onderdeel uit van";"d0f5fe59-9e1f-4fee-83ed-f8a2eb543edc";"EAID_24F2CEAD_9FEF_4696_83AD_B94EE8624FDF";"association-relationship";"association";"";"";"";"";"17a0d019-c25e-4bba-ae64-f381da597376";"EAID_276E1BF9_E902_4303_A9E7_048627E0DC84";"016ea33a-4ba2-45d7-ae45-616eeedcc567";"EAID_909A4134_4697_481e_9110_6386D0F6CAAD";"09072026-00:43:48"
"1186";"maakt onderdeel uit van";"maakt onderdeel uit van";"27cc8e08-460e-472c-a75b-e24ffa30f23a";"EAID_84E3BDE3_49ED_4f04_BD2D_F6030EE3EDC5";"association-relationship";"association";"";"";"";"";"2a859087-fe7f-412a-b057-bf1e3f249a4c";"EAID_DAF09055_A5A6_4ff4_A158_21B20567B296";"ffca91bc-ed2b-4885-9e04-7a459fd67cad";"EAID_F0467610_553B_47cd_A9F7_3B1D20CC425E";"09072026-00:43:48"
"1187";"maakt onderdeel uit van";"maakt onderdeel uit van";"";"EAID_989DE1A0_BB83_4b84_9101_66823D7E6945";"association-relationship";"association";"";"";"";"";"cd27cd50-1721-4870-a292-ea0f24d1ada4";"EAID_9F4E12E4_B228_4931_AC83_1B1F60958A89";"ffca91bc-ed2b-4885-9e04-7a459fd67cad";"EAID_F0467610_553B_47cd_A9F7_3B1D20CC425E";"09072026-00:43:48"
"1188";"maakt onderdeel van";"maakt onderdeel van";"4fbbccb1-2869-4fae-b1fd-d4fbcc18da28";"EAID_7183497F_E505_4dc0_A153_04A52CE79C5E";"association-relationship";"association";"";"";"";"";"5011fe69-8832-47f9-9ba5-c68d53a95ecd";"EAID_3DF01B79_6712_473e_9878_594CB5AE95A7";"ffca91bc-ed2b-4885-9e04-7a459fd67cad";"EAID_F0467610_553B_47cd_A9F7_3B1D20CC425E";"09072026-00:43:48"
"1189";"medewerker heeft dienstverband";"medewerker heeft dienstverband";"03d6f596-0237-468b-88de-f651d9736896";"EAID_8AB912F9_CF51_4288_85FB_DC19C1E92659";"association-relationship";"association";"";"";"";"";"8c200706-b80b-44f7-9928-bec39e0db21f";"EAID_BBBB63AC_B546_409b_B6D4_53DB561253B7";"a3e45dca-c075-4ba9-9df2-d286b47f73ab";"EAID_63FF86E2_1BB0_48f6_8D95_3D82E8D2FA06";"09072026-00:43:48"
"1190";"melder";"melder";"22a94f45-99a1-4241-843a-9b7db5baf28e";"EAID_05380CFB_6F3C_40c5_9160_8D12D5D9E210";"association-relationship";"association";"";"";"";"";"1a89112a-e13c-4c87-a862-e8ec66c01588";"EAID_C6094F79_D8EA_4763_90DF_4E30EFABA1FA";"6cc6afe6-e4c6-4e2b-a359-f278b23700db";"EAID_16EB3936_03CB_4854_9CD8_9F0911EEA51B";"09072026-00:43:48"
"1191";"melder";"melder";"c4be2f8d-c2e5-4c09-9bdc-78e8af8358ae";"EAID_7D663D6E_58EA_4f60_8A11_B5611B740A67";"association-relationship";"association";"";"";"";"";"1a89112a-e13c-4c87-a862-e8ec66c01588";"EAID_C6094F79_D8EA_4763_90DF_4E30EFABA1FA";"cd27cd50-1721-4870-a292-ea0f24d1ada4";"EAID_9F4E12E4_B228_4931_AC83_1B1F60958A89";"09072026-00:43:48"
"1192";"melder";"melder";"166bc98d-c784-450e-877b-bedb8bff4231";"EAID_D3F7C054_B676_41e3_B470_1FD8BFAFB232";"association-relationship";"association";"";"";"";"";"f14fa1cf-f2c7-4bd6-862d-28ff1616a882";"EAID_8E6BAEF8_1878_400f_9244_23575BD41EAB";"cad45b80-14d3-4a0c-a906-0c1614dc9570";"EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835";"09072026-00:43:48"
"1193";"met";"met";"bb3c999d-f81f-4b64-8f29-b35a497ecd5a";"EAID_8E658E97_A6B3_4c06_9C40_20A059C06BBD";"association-relationship";"association";"";"";"";"";"8fd2ff34-a208-4924-bec3-b5ee7e5e7a18";"EAID_631FEEF1_88D3_4d18_ADB2_BF999068493E";"6cc6afe6-e4c6-4e2b-a359-f278b23700db";"EAID_16EB3936_03CB_4854_9CD8_9F0911EEA51B";"09072026-00:43:48"
"1194";"met";"met";"";"EAID_C836212C_BD57_42b6_B51D_E49EA2853F66";"association-relationship";"association";"";"";"";"";"";"EAID_3BF6985C_06AB_4cfc_9A0E_5CC37C224245";"cd27cd50-1721-4870-a292-ea0f24d1ada4";"EAID_9F4E12E4_B228_4931_AC83_1B1F60958A89";"09072026-00:43:48"
"1195";"mondt uit";"mondt uit";"68cdc95d-a731-4b4d-8004-bbf6e38a8d24";"EAID_3A80E369_1CB1_413e_B9E7_CC54A4EAAFE6";"association-relationship";"association";"";"";"";"";"4e5cd8a8-0110-4038-9b91-1f0562401398";"EAID_26C0D33A_B15A_4256_A5BF_5382A4E03539";"0cbc6488-2932-4634-b226-a741ba030a46";"EAID_F8BD6D83_D3F8_4dd3_B12E_22A991D1A0A2";"09072026-00:43:48"
"1196";"mondt uit";"mondt uit";"e9683428-726d-450e-b89a-43acaf704a13";"EAID_F4336DDB_05D3_439b_ACB5_62B9E010DA8A";"association-relationship";"association";"";"";"";"";"bc6f065d-05c9-454d-a18d-1c0c2a2dfe15";"EAID_44EC6082_2682_43c7_A52E_0AD05B06A046";"70e40543-6a99-433d-8a01-f4273e308410";"EAID_3FB9B466_D147_42d7_99D1_2D14A007D16C";"09072026-00:43:48"
"1197";"mondt uit";"mondt uit";"3d7604c4-d4b4-46ec-a3e4-98cc21b3b3bf";"EAID_AD975BE9_A0DA_49e6_A0C4_9569996A120F";"association-relationship";"association";"";"";"";"";"11a5fd2d-0237-4e70-b859-d1e26456553b";"EAID_BB135B0E_A2C2_4681_BD91_30863F8B3D70";"bc6f065d-05c9-454d-a18d-1c0c2a2dfe15";"EAID_44EC6082_2682_43c7_A52E_0AD05B06A046";"09072026-00:43:48"
"1198";"mondt uit";"mondt uit";"";"EAID_CE4355D8_EE82_4ce4_8B5B_7BD4769AA44E";"association-relationship";"association";"";"";"";"";"";"EAID_7694A657_22D8_4b00_AAE2_A78EF014B43A";"bc6f065d-05c9-454d-a18d-1c0c2a2dfe15";"EAID_44EC6082_2682_43c7_A52E_0AD05B06A046";"09072026-00:43:48"
"1199";"mondt uit";"mondt uit";"fc937909-60b9-495d-97df-905c3062d190";"EAID_27F22979_C7BD_47b1_B397_FB73EE85054D";"association-relationship";"association";"";"";"";"";"686c0af1-67b2-42a4-8690-060705617c13";"EAID_01D90490_C76A_444a_BFCE_355AFC5FB012";"70e40543-6a99-433d-8a01-f4273e308410";"EAID_3FB9B466_D147_42d7_99D1_2D14A007D16C";"09072026-00:43:48"
"1200";"mondt uit";"mondt uit";"";"EAID_B1AE1615_E4CD_4e14_B866_F6DD3F3837E8";"association-relationship";"association";"";"";"";"";"";"EAID_7694A657_22D8_4b00_AAE2_A78EF014B43A";"11a5fd2d-0237-4e70-b859-d1e26456553b";"EAID_BB135B0E_A2C2_4681_BD91_30863F8B3D70";"09072026-00:43:48"
"1201";"mondt uit in";"mondt uit in";"";"EAID_90C15984_859B_4665_A898_139D05C730D5";"association-relationship";"association";"";"";"";"";"";"EAID_B598FF22_CDD0_486f_B528_99421D0FA608";"686c0af1-67b2-42a4-8690-060705617c13";"EAID_01D90490_C76A_444a_BFCE_355AFC5FB012";"09072026-00:43:48"
"1202";"mondt uit in";"mondt uit in";"6fbfcdbc-67e9-41c3-9e39-010647ac56cc";"EAID_744D06AC_B194_446e_8B69_DE9DED40C71B";"association-relationship";"association";"";"";"";"";"8fd2ff34-a208-4924-bec3-b5ee7e5e7a18";"EAID_631FEEF1_88D3_4d18_ADB2_BF999068493E";"a9cb919f-a224-4ab5-9825-40d54104f90d";"EAID_A3DAD553_0E55_4256_824B_CDB5E12CB545";"09072026-00:43:48"
"1203";"mondt uit in";"mondt uit in";"85f0a234-96e8-48bb-8417-0809a7c7d186";"EAID_B6963309_6A66_4c0f_A90A_C36C517ED4AC";"association-relationship";"association";"";"";"";"";"32052c54-e099-47e7-8ded-599537226dfa";"EAID_EEB60E10_C244_4176_AB68_F0E30759269F";"a9cb919f-a224-4ab5-9825-40d54104f90d";"EAID_A3DAD553_0E55_4256_824B_CDB5E12CB545";"09072026-00:43:48"
"1204";"mondt uit in";"mondt uit in ";"aa7a038a-e58d-4ced-8aa2-aff70ef188be";"EAID_AD817D28_F4F3_47c6_AB94_EE00A505B132";"association-relationship";"association";"";"";"";"";"8d9233d7-dfb9-4b87-bab2-61631a632f95";"EAID_33E5EA10_F43A_4966_B9C1_875F0E2C1B52";"ede48ca8-4854-44b2-b549-0827bebf56ab";"EAID_A91E9C27_C4FA_4e1b_A4FF_8AE74ED9B7EB";"09072026-00:43:48"
"1205";"monument ambacht";"monument ambacht";"e0f90c75-0b61-49a9-9dba-a52749a1382e";"EAID_8E18F665_2A86_44fd_AD55_3E435A282BDF";"association-relationship";"association";"";"";"";"";"4ebf7f05-0ff1-4d2e-aa62-879be7565dd7";"EAID_32C02923_EE3A_4553_B94B_31E0C273A829";"bb9de7ad-7e7e-4b87-9968-046d9bedd6ef";"EAID_54944273_F312_44b2_A78D_43488F915429";"09072026-00:43:48"
"1206";"monument bouwactiviteit";"monument bouwactiviteit";"f24b1d87-3295-4cc5-bfd6-1a1ea0dac0c0";"EAID_55585CB9_E569_47ca_9EFE_B9D5CF46BCBD";"association-relationship";"association";"";"";"";"";"4ebf7f05-0ff1-4d2e-aa62-879be7565dd7";"EAID_32C02923_EE3A_4553_B94B_31E0C273A829";"2b2319c1-d5b9-43c6-87cb-43bb194c65c6";"EAID_4AD539EC_A308_43da_B025_17A1647303F3";"09072026-00:43:48"
"1207";"monument bouwstijl";"monument bouwstijl";"d2d29d92-77fb-49a7-ab49-12b6cd92e217";"EAID_144ADF26_C2E9_4080_8F4F_32F9B255E4AE";"association-relationship";"association";"";"";"";"";"4ebf7f05-0ff1-4d2e-aa62-879be7565dd7";"EAID_32C02923_EE3A_4553_B94B_31E0C273A829";"b46a0ac4-5d5a-430a-be26-9b40cc3bb7af";"EAID_8C0888C9_7B2E_4fcb_AEFF_E1733875CDCA";"09072026-00:43:48"
"1208";"monument bouwtype";"monument bouwtype";"";"EAID_D9634EAD_2869_40a1_B243_805897E4B1B3";"association-relationship";"association";"";"";"";"";"4ebf7f05-0ff1-4d2e-aa62-879be7565dd7";"EAID_32C02923_EE3A_4553_B94B_31E0C273A829";"";"EAID_5E9DAFBB_C9B5_4706_A43D_07AD4979DED4";"09072026-00:43:48"
"1209";"monument fotos";"monument fotos";"12b60afd-2e12-4c61-bd9d-1427d3355679";"EAID_1F08C810_A491_4e07_B859_C3D4EDEBA557";"association-relationship";"association";"";"";"";"";"4ebf7f05-0ff1-4d2e-aa62-879be7565dd7";"EAID_32C02923_EE3A_4553_B94B_31E0C273A829";"b285df90-a239-4757-b78e-a281744f89cb";"EAID_7FE4B466_B051_4068_9ED1_6E60C3B2DBAD";"09072026-00:43:48"
"1210";"monument functie";"monument functie";"";"EAID_FD27EB67_1CFA_4f40_AE79_329DE9DE6754";"association-relationship";"association";"";"";"";"";"4ebf7f05-0ff1-4d2e-aa62-879be7565dd7";"EAID_32C02923_EE3A_4553_B94B_31E0C273A829";"";"EAID_49993EF9_ED8B_49e0_B8F7_FC7C8C28669D";"09072026-00:43:48"
"1211";"naam1 (werkwoord)";"naam1 (werkwoord)";"";"EAID_3F495D53_B1CF_4dda_A6CA_903B2ECC735F";"association-relationship";"association";"";"";"";"";"";"EAID_AE553F3F_B8B6_4bd2_A6A1_8051145C823B";"";"EAID_0799B0D1_5067_43e2_8A6F_48FB972225E5";"09072026-00:43:48"
"1212";"naam2 (werkwoord)";"naam2 (werkwoord)";"";"EAID_18883E50_FEE4_4c26_A82E_28BB87F53C62";"association-relationship";"association";"";"";"";"";"";"EAID_DE4D6CAB_7798_46cd_AE1B_328684681323";"";"EAID_0799B0D1_5067_43e2_8A6F_48FB972225E5";"09072026-00:43:48"
"1213";"naam3";"naam3";"";"EAID_EB1ECE1C_9867_46d8_B423_50862C0A344A";"association-relationship";"association";"";"";"";"";"";"EAID_EF4E7B58_F178_4a4f_85C5_A5CD93747A36";"";"EAID_23D170D0_917E_4873_A622_43214405AB3D";"09072026-00:43:48"
"1214";"naam4";"naam4";"";"EAID_476E7F9D_D7F2_4279_B35B_981DCDA389E0";"association-relationship";"association";"";"";"";"";"";"EAID_EF4E7B58_F178_4a4f_85C5_A5CD93747A36";"";"EAID_97EE5348_F06A_44cb_A792_7371CF5D2E53";"09072026-00:43:48"
"1215";"naar";"naar";"97c79f0c-9950-46fe-87df-46737e2f994b";"EAID_DBB3CA78_D0F1_42b0_A19B_05524EF200C0";"association-relationship";"association";"";"";"";"";"a353735d-326c-48fd-9f74-0192ba6e414a";"EAID_D87012E0_D2EB_4333_AD6C_1E43E6857304";"8cec89b8-6174-42ac-937f-9500bfb8901b";"EAID_FC488929_8721_402f_A073_1DFDB76A816E";"09072026-00:43:48"
"1216";"naar";"naar";"31f646ac-e2b4-4ba1-982b-2323737a3485";"EAID_ADC7B92C_E9E6_4067_A289_7746AF3306C0";"association-relationship";"association";"";"";"";"";"ab96da46-ed16-412b-8022-4233ce20e311";"EAID_CB0A6B53_D263_459e_8C28_AD97E5552FFF";"126b246a-a292-49cb-a609-3ffa5898210e";"EAID_0EEAF579_3F47_4551_B9F9_7367280EB3EB";"09072026-00:43:48"
"1217";"naar aanleiding van";"naar aanleiding van";"";"EAID_6D6EF335_FEA2_4da1_BE3A_40BB6E1B104C";"association-relationship";"association";"";"";"";"";"";"EAID_B852AF03_A5E0_4148_AFC1_108509FF8BBD";"";"EAID_AEF1825F_C554_4490_975D_93AEA24991A9";"09072026-00:43:48"
"1218";"neemt deel";"neemt deel";"";"EAID_2839C308_1490_41f8_9996_CFAC2B7399A3";"association-relationship";"association";"";"";"";"";"3991c605-2abb-4185-b7ce-1adf5966e3c7";"EAID_598F7015_C6B5_4eed_80A6_139B62324678";"";"EAID_6AEA0314_895B_46be_B525_96F4657E7F0D";"09072026-00:43:48"
"1219";"neemt dienst af";"neemt dienst af";"";"EAID_FEB7633D_30CF_4343_B4B4_3AF3A1CA2956";"association-relationship";"association";"";"";"";"";"2a859087-fe7f-412a-b057-bf1e3f249a4c";"EAID_DAF09055_A5A6_4ff4_A158_21B20567B296";"";"EAID_022154F4_817D_0DFB_5FFC_281C33037384";"09072026-00:43:48"
"1220";"objectidentificatie";"objectidentificatie";"";"EAID_0571314D_3B21_4a0f_91AB_BA987C8740E6";"association-relationship";"association";"";"";"";"";"";"EAID_5DB3AE05_D225_403e_B376_F163CD463ECF";"";"EAID_86952BDA_ADF6_4ff0_B8C7_BA3AA889A40B";"09072026-00:43:48"
